product_name,countries_en,serving_size,energy_100g,energy-from-fat_100g,fat_100g,saturated-fat_100g,monounsaturated-fat_100g,polyunsaturated-fat_100g,omega-3-fat_100g,trans-fat_100g,carbohydrates_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,sodium_100g,potassium_100g,calcium_100g,phosphorus_100g,iron_100g,magnesium_100g,zinc_100g
Pampas Puff Pastry,Australia,42 g,1380,0,16.3,7.9,0,0,0,0,39.3,1,0,5.5,0.9144,0.36,0,0,0,0,0,0
Passionfriuit Pulp,Australia,42g,437,0,0.1,0.1,0,0,0,0,25.1,18.7,0,0.4,0.0508,0.02,0,0,0,0,0,0
Mr Kipling 6 Cherry Bakewells,Australia,42g,1780,0,17.1,7.1,0,0,0,0,63.1,38.3,0,3.7,0.3556,0.14,0,0,0,0,0,0
Chinese Hot and Sour Instant Noodle Soup,Australia,440g,300,0,0.1,0.1,0,0,0,0,15.5,4.6,0,1.6,1.4478,0.57,0,0,0,0,0,0
Australian Bush Foods Breakfast,Australia,45 g,1540,0,2.8,0.4,0,0,0,0,73.4,20.6,6.9,8.1,0.3556,0.14,0.255,0,0,0.0067,0,0
Bellis Apricot Bar,Australia,45g,738,0,4.5,3.6,0,0,0,0,83.5,59.4,4.2,1.6,0.2286,0.09,0,0,0,0,0,0
Streets Blue Ribbon Classic Vanilla,Australia,45g,787,0,7.1,5.1,0,0,0,0,27.3,19,0,3.4,0.127,0.05,0,0,0,0,0,0
4 Custard Tarts,Australia,45g,1340,0,12.5,5.8,5.1,1.4,0,0.3,45.6,14.7,0,5.2,0,0,0,0,0,0,0,0
Valcom Water Chestnut Slices,Australia,45g (drained),134,0,0.1,0.1,0,0,0,0,5.8,1.9,0,0.8,0.01778,0.007,0,0,0,0,0,0
Cherry Ripe Special Edition Double Dipped,Australia,47g 1 bar,2070,0,26.5,19.8,0,0,0,0,55.7,49.7,0,4.6,0.04826,0.019,0,0,0,0,0,0
Spinach Super Thin Stone Baked Pizza,Australia,49g (Approx 1 slice),794,0,6.4,2.5,0,0,0,0,23.6,5.2,0,8,0.6858,0.27,0,0,0,0,0,0
Pure Icing Sugar,Australia,4g,1700,0,0,0,0,0,0,0,100,100,0,0,2.54,1,0,0,0,0,0,0
Caster Sugar,Australia,4g,1700,0,0,0,0,0,0,0,100,100,0,0,0.00254,0.001,0,0,0,0,0,0
White Sugar,Australia,4g (1 Teaspoon),1700,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0
SF Health Foods Psyllium Husk,Australia,5 g,802,0,3,0,0,0,0,0,0,0,80,3,0.20066,0.079,0,0,0,0,0,0
Unsalted Butter,Australia,5 g,3020,0,81,55.1,0,0,0,0,1,1,0,1,0,0,0.021,0,0,0,0,0
Sanitarium Weet-Bix Go Breakfast biscuits Wild Berry burst,Australia,50 g,1800,0,13.5,1.4,0,0,0,0,65.9,19.2,7.5,7.2,0.8509,0.335,0,0,0,0,0,0
Absolute Organic Organic Coconut Flour,Australia,50 g,1804,0,14.7,14,0,0,0,0,54.5,17.9,28.6,19.6,0.11176,0.044,0,0,0,0,0,0
white spelt flour,Australia,50 g,1510,0,1.4,0.4,0,0,0,0,73.9,0.6,0,10.7,0.0127,0.005,0,0,0,0,0,0
Breakfast Biscuits - Cranberry,Australia,50 g (4 biscuits),1600,0,13.5,1.4,0,0,0,0,67.3,19.7,6.4,8,0.76708,0.302,0,0,0,0,0,0
Peach Juice,Australia,500ml (1 can),167,0,0,0,0,0,0,0,10,9,0,0,0.04318,0.017,0,0,0,0,0,0
Deli Selection Chorizo,Australia,50g,1330,0,23.6,10.5,0,0,0,0,5.3,1,0,21.8,4.3942,1.73,0,0,0,0,0,0
White Chocolate Cooking Buttons ,Australia,50g,2341,0,33.3,32.5,0,0,0,0,62.8,62.8,0,2.3,0.1778,0.07,0,0,0,0,0,0
Woodfired Pizza Vegetable,Australia,50g,789,0,4.2,1.9,0,0,0,0,28.7,5,0,7.6,0.7874,0.31,0,0,0,0,0,0
Woodfired Pizza Mozarella & Rocket,Australia,50g,933,0,6.3,3.4,0,0,0,0,30.5,4.8,0,9.7,0.8128,0.32,0,0,0,0,0,0
Seafood Dumplings,Australia,50G,778,0,4.8,1.5,0,0,0,0,30.6,0.9,0,6,1.17348,0.462,0,0,0,0,0,0
Smoked Middle Bacon Rind On,Australia,50g,1090,0,21,8.5,0,0,0,0,3,0.8,0,13.6,2.75844,1.086,0,0,0,0,0,0
Low Cholesterol Mix,Australia,50g,2280,0,43.6,5.5,0,0,0,0,15,7,0,19.2,0.024384,0.0096,0,0,0,0,0,0
Ultra low carb choc mocha delight,Australia,50g,1530,0,13.3,9.7,0,0,0,0,2.8,1,13.1,28.4,0.8001,0.315,0,0,0,0,0,0
Willies Cacao Cuban Baracoa Luscious Orange Delicate Orange with Honey Notes,Australia,50g,2320,0,38.5,23.1,0,0,0,0,40,34,0,8,0.00254,0.001,0,0,0,0,0,0
Sultanas,Australia,50g,1330,0,0.9,0.4,0,0,0,0,72.8,60.1,3.3,2.2,0.17272,0.068,0,0,0,0,0,0
BBQ Pork Buns,Australia,50g (1 bun),1040,0,4.3,1.7,0,0,0,0,42.5,15.2,0,9.1,0.83058,0.327,0,0,0,0,0,0
Belvita Breakfast - Fruit & Fibre,Australia,50g 4 Biscuits,1680,0,14.1,1.5,0,0,0,0,65.5,22.4,8.8,7.4,0.31496,0.124,0,0,0,0,0,0
Brisling Sardines in Tomato Sauce,Australia,52.5g,713,0,11,3.1,0,3.2,1.1,0.1,3.4,3.3,0,14.6,0.8382,0.33,0.38,0.19,0,0,0,0
McLaren Vale Free Range Eggs,Australia,54 g,559,0,9.9,3.3,0,0,0,0,1.3,0.3,0,12.2,0.34544,0.136,0,0,0,0,0,0
Champignons Mushrooms Pieces and Stems,Australia,55g,118,0,0.1,0.1,0.1,0.1,0,0.1,3,0.2,0,3,0.81788,0.322,0,0,0,0,0,0
Homebrand  Whole Champignons Mushrooms,Australia,55g,118,0,0.1,0.1,0.1,0.1,0,0.1,3,0.2,0,3,0.84328,0.332,0,0,0,0,0,0
Champignons Mushrooms Pieces & Stems Hand Picked,Australia,55g,253,0,0.909,0.545,0,0,0,0,3.82,0,0,6.55,1.51,0.593,0,0,0,0,0,0
Spam 50% Less Sodium,Australia,56g,1290,0,26.8,10.7,0,0,0,0,3.6,1.8,0,14.3,1.31572,0.518,0,0,0,0,0,0
Premium Tasmanian Salmon Springwater,Australia,58 g,541,0,5.86,1.38,0,2.07,1.38,0.172,0.862,0.862,0,18.4,0,0,0,0,0,0,0,0
Coles Whole Champignons,Australia,59 g,127,0,1,0.1,0,0,0,0,4.8,1,0,2.8,0.5588,0.22,0,0,0,0,0,0
Wholemeal Sandwich,Australia,59.1g 2 Slices,991,0,1.9,0.3,0,0,0,0,42,2.4,6.7,9,1.016,0.4,0,0,0,0,0,0
German Style Mustard With Herbs,Australia,5g,346,0,5.1,1,0,0,0,0,1,0,0,5,3.8608,1.52,0,0,0,0,0,0
Vegemite,Australia,5g,798,0,1,1,0,0,0,0,19.9,2.2,7.8,25.4,8.763,3.45,0,0,0,0,0,0
Vegemite 455g,Australia,5g,798,0,1,1,0,0,0,0,19.9,2.2,7.8,25.4,8.763,3.45,0,0,0,0,0,0
Vegemite,Australia,5g,798,0,0.1,0.1,0,0,0,0,19.9,2.2,7.8,25.4,8.763,3.45,0,0,0,0,0,0
Vegemite,Australia,5g,798,0,1,1,0,0,0,0,19.9,2.2,7.8,25.4,8.763,3.45,0,0,0,0,0,0
Beautifully Butterfully Spreadable Dairy Blend,Australia,5g,2630,0,70,31.1,0,0,0,0,1.3,1.3,0,1,1.2192,0.48,0,0,0,0,0,0
Spreadable Buttery Blend,Australia,5g,3030,0,80.1,37.3,29.3,8.4,0,1,2,1,0,1,1.524,0.6,0,0,0,0,0,0
Australian Butter Salt Reduced,Australia,5g,3030,0,81.5,53.8,0,0,0,0,1,1,0,1,0.889,0.35,0.028,0,0,0,0,0
Western Star Salt Reduced Butter,Australia,5g,3030,0,81.5,53.8,0,0,0,0,1,1,0,1,0.889,0.35,0.028,0,0,0,0,0
White Sugar,Australia,5g (1 Teaspoon),1700,0,1,0.1,0,0,0,0,100,100,0,1,0.0127,0.005,0,0,0,0,0,0
Tiramisu mousse cake,Australia,60 g,1180,0,17.6,14.2,0,0,0,0,26.6,6.9,0.7,4.6,0.3556,0.14,0,0,0,0,0,0
Coca Cola 600ml Bottle,Australia,600 ml,180,0,0,0,0,0,0,0,10.7,10.7,0,0,0.0254,0.01,0,0,0,0,0,0
Seacrown Crab Meat in Brine,Australia,60g,259,0,0.4,0.1,0,0,0,0,0.8,0.8,0,13.8,1.28524,0.506,0,0,0,0,0,0
Chick Peas,Australia,60g,528,0,2.9,0.5,0,0,0,0,15,0.2,5.8,7,0.29718,0.117,0,0,0,0,0,0
Hommus Mini Dips,Australia,60g,266,0,18.7,1.6,0,0,0,0,15.3,0.4,5.5,6.8,0.9398,0.37,0,0,0,0,0,0
Sauerkraut,Australia,60g,47,0,0.1,0.1,0,0,0,0,0.8,0.1,0,0.7,0.92202,0.363,0,0,0,0,0,0
Homebrand Asparagus Spears,Australia,60g,68,0,0.1,0.1,0,0,0,0,1.6,1.6,1.6,1.6,0.70104,0.276,0,0,0,0,0,0
Coles Water Chestnuts,Australia,60g,80,0,1,1,0,0,0,0,3,1,0,1,0.00762,0.003,0,0,0,0,0,0
Woolworths Select Green Asparagus Spears,Australia,60g,101,0,0.1,0,0,0,0,0,1.5,1.5,3.9,1.9,0.6096,0.24,0,0,0,0,0,0
Homebrand Water Chestnuts,Australia,60g,122,0,0.1,0.1,0,0,0,0,5.7,1.4,1.3,0.7,0.0127,0.005,0,0,0,0,0,0
Whole Baby Beets,Australia,60g,296,0,0.2,0.1,0,0,0,0,15,12.5,0,0.7,0.84582,0.333,0,0,0,0,0,0
Lentils,Australia,60g,368,0,0.5,0.1,0,0,0,0,12.2,0.2,4.1,6.4,0.68834,0.271,0,0,0,0,0,0
Instant Gravy Mix Traditional Roast Meat Flavour,Australia,62.5ml,174,0,1,1,0,0,0,0,9.1,2.2,0,1,1.4859,0.585,0,0,0,0,0,0
Instant Gravy Mix Traditional,Australia,62.5ml,170,0,0.1,0.1,0,0,0,0,8.4,0.1,0,0.1,0.645,0.253937008,0,0,0,0,0,0
Corn Kernels,Australia,62g,293,0,1.5,0,0,0,0,0,10.4,4.6,0,2.6,0.39878,0.157,0,0,0,0,0,0
 Sliced Green Beans ,Australia,65g,129,0,0.3,0.1,0.1,0.2,0,0.1,3.5,0.1,3.6,1.8,0.60706,0.239,0,0,0,0,0,0
Raisin Toast,Australia,65g (2 slices),1090,0,2.3,0.6,0,0,0,0.1,52.1,18.1,3.3,7.7,0.68834,0.271,0,0,0,0,0,0
Woolworths Select Tuna Smoked,Australia,68 g,595,0,8.9,1.2,2.9,0.4,0.27,0.1,0.1,0.1,0,16.9,0.8382,0.33,0,0,0,0,0,0
White Toast Sliced,Australia,68g (2 Slices),1020,0,1.6,0.4,0,0,0,0,47.7,3.7,2.7,7.7,1.016,0.4,0,0,0,0,0,0
Helgas Light Rye,Australia,68g (2 Slices),1030,0,2,1,0,0,0,0,45,2.5,4.1,8.5,1.2446,0.49,0,0,0,0,0,0
instant dried yeast,Australia,6g,1290,0,2.5,0.9,0,0,0,0,14.4,0.5,32.3,41,0.40894,0.161,0,0,0,0,0,0
Medium Grain Rice,Australia,70 g,1490,0,1,1,0,0,0,0,79.1,1,1,6.8,12.7,5,0,0,0,0,0,0
Australian Medium Grain White Rice,Australia,70g,1500,0,1,1,0,0,0,0,1,1,1,7,0.0127,0.005,0,0,0,0,0,0
Deep Sea Dory,Australia,70g,855,0,8.9,0.8,5.6,2.4,0.125,0.1,20.1,3.3,0,10.4,0.8382,0.33,0,0,0,0,0,0
Cashew Nut Crusted Fish Fillets 6 Pack,Australia,70g,1240,0,18.9,7.2,0,0,0,0,17.1,3.1,0,14.4,0.6731,0.265,0,0,0,0,0,0
Succulent Juicy Pork Sausages,Australia,70g (1 sausage),1010,0,17.5,7.4,0,0,0,0,7,0.6,0,14.5,2.19456,0.864,0,0,0,0,0,0
Mighty Soft Raisin Toast Bread,Australia,70g (2 slices),1240,0,3,0.1,0,0,0,0,54.2,19.2,3.8,8.3,0.6731,0.265,0,0,0,0,0,0
Imperial Grain Jasmine Rice,Australia,70g uncooked rice - 245g cooked rice,419,0,0.1,0.1,0,0,0,0,22.4,1,0,2,0.0127,0.005,0,0,0,0,0,0
Sliced beetroot,Australia,75g,216,0,0.1,0.1,0,0,0,0,10.4,8.8,2.1,1.1,0.69088,0.272,0,0,0,0,0,0
Corn Kernels,Australia,75g,360,0,1.2,0.1,0,0,0,0,13.1,3.5,3.6,3.7,0.2921,0.115,0,0,0,0,0,0
Custard Filled Pecan Danish,Australia,75g,1350,0,14.6,7.6,0,0,0,0,41.6,20.8,0,5,0.6858,0.27,0,0,0,0,0,0
Vegie Delights Tender Crumbed Schnitzel,Australia,75g,732,0,9.2,0.9,0,0,0,0,12.1,1.1,2.6,16.9,0.9906,0.39,0.085,0,0,0.0035,0,0.0045
Dutch Pancakes Traditional Pancakes,Australia,75g 6 pancakes,1140,0,10.9,4.6,0,0,0,0,37.9,15.8,1,4.9,0.7366,0.29,0,0,0,0,0,0
Mediterranean Vegetable Ultra Thin Pizza,Australia,77.5g,1040,0,11.6,5.5,0,0,0,0,25.5,6,0,9.5,1.143,0.45,0,0,0,0,0,0
Home Style Bubble N Squeak,Australia,77.5g 1 pattie,932,0,13.1,1,0,0,0,0,22.2,0.6,2.8,2.8,1.05918,0.417,0,0,0,0,0,0
Mango & Ice Cream,Australia,80 g,579,0,4.3,3.2,0,0,0,0,23.2,21.5,0,1.4,0.04826,0.019,0,0,0,0,0,0
TCC Premium Coconut Milk,Australia,80ml,757,0,17,12,0,0,0,0,1.2,1,0,2,0.0381,0.015,0,0,0,0,0,0
Corn Kernels,Australia,81g When drained,272,0,0.8,0.2,0,0,0,0,10.4,2.8,2.3,2.8,0.3302,0.13,0,0,0,0,0,0
Tricolore Fettucchini ,Australia,83g,1600,0,2.9,0.8,0,0,0,0,73,1.8,3.1,14.8,0.0889,0.035,0,0,0,0,0,0
Abbott's Rustic White Bread,Australia,84g 2 slices,1029,0,2.1,0.4,0,0,0,0,46.5,4.1,3.1,8,1.016,0.4,0,0,0,0,0,0
Jeenys Palm Sugar ,Australia,85 g,1690,0,0.5,0.5,0,0,0,0,100,90,0.1,1,0.02286,0.009,0,0,0,0,0,0
"John West Street Asian Indonesian Sambal, Chilli & Tuna",Australia,85 g,601,0,6.9,0.9,2.6,3.4,0.148,0.1,3.4,3.3,0,16.5,0.78486,0.309,0,0,0,0,0,0
Baby Peas,Australia,85g,320,0,1,0.3,0,0,0,0,7.4,1.4,6.9,6,0.6096,0.24,0,0,0,0,0,0
Havarti Cheese Slices,Australia,20g,1649,0,34,22,0,0,0,0,1,1,0,22,1.524,0.6,0,0,0,0,0,0
Simply Less - Light Hommus Dip,Australia,20g,696,0,9.3,1,0,0,0,0,15.7,0.6,0,5,0.89916,0.354,0,0,0,0,0,0
Creamy Black Pepper Mayonnaise,Australia,20g,1140,0,25.6,1.7,0,0,0,0,11.1,3.1,0,0.2,1.524,0.6,0,0,0,0,0,0
Creamy Mayonaise,Australia,20g,2630,0,65,7.7,0,0,0,0,12.5,9.6,0,0.5,1.41224,0.556,0,0,0,0,0,0
Always Fresh Springwater Asparagus ,Australia,20g,111,0,0.2,0,0,0,0,0,2.8,1.9,0,2.4,0.8636,0.34,0,0,0,0,0,0
Smooth Peanut Butter,Australia,20g,2380,0,52.8,19.2,0,0,0,0,18.5,6.2,5.5,25.4,0.45466,0.179,0,0,0,0,0,0
Prawn Crackers Light and Crunchy,Australia,20g,2242,0,31.1,3.1,24.8,3.1,0,0.3,64.3,0,0,0.7,1.59766,0.629,0,0,0,0,0,0
Edmond's Box Honey,Australia,20g,1430,0,0,0,0,0,0,0,84,68,0,0.5,0.0203,0.008,0,0,0,0,0,0
Peaches & Cream,Australia,20g,1470,0,0,1,0,0,0,0,1,45.8,0,3.6,0.254,0.1,0,0,0,0,0,0
All Butter Mini Croissants,Australia,20g,1800,0,26,16.8,0,0,0,0,46.8,8.5,0,8.5,0.97028,0.382,0,0,0,0,0,0
Caramel Snows,Australia,20g (1 piece),1790,0,14.4,11.4,0,0,0,0,72.1,56,0,1.6,0.3683,0.145,0,0,0,0,0,0
Strawberries & Cream,Australia,20g (approx 4 pieces),1480,0,0.1,0.1,0,0,0,0,82,48,0,3.7,0.254,0.1,0,0,0,0,0,0
Thickened Cream,Australia,20ml,1390,0,35,23,0,0,0,0,3.1,3.1,0,2.5,0.06096,0.024,0,0,0,0,0,0
thickened cream,Australia,20ml,1390,0,35,23,0,0,0,0,3.1,3.1,0,2.5,0.06096,0.024,0,0,0,0,0,0
Coles Thickened Cream ,Australia,20ml,1390,0,35,23,0,0,0,0,3.1,3.1,0,0,0.06096,0.024,0,0,0,0,0,0
Tomato Sauce,Australia,20ml,490,0,0.3,0.3,0,0,0,0,25.9,24,0,1.4,2.413,0.95,0,0,0,0,0,0
Fountain Tomato Sauce,Australia,20ml,497,0,0.04,0.02,0,0,0,0.02,27.2,24.8,0,1.3,2.1971,0.865,0,0,0,0,0,0
Coles Balsamic Dressing,Australia,20ml,650,0,10.7,1.3,0,0,0,0,14.1,13.2,0,1,2.921,1.15,0,0,0,0,0,0
Coles Italian Dressing,Australia,20ml,800,0,16.3,2.3,0,0,0,0,11.7,9.2,0,0.33,2.11582,0.833,0,0,0,0,0,0
Vittoria Original Chocochino Drinking Chocolate,Australia,21 g,1508,0,1.8,1.1,0,0,0,0,81.2,76.5,0,8,0.24384,0.096,0,0,0,0,0,0
Heinz Beanz Salt Reduced,Australia,210 g,380,0,0.5,0.1,0,0,0,0,13.7,4.4,5.4,5,0.6096,0.24,0.27,0,0,0.0013,0,0
Heinz Beanz BBQ Sauce,Australia,210 g,430,0,1,0.1,0,0,0,0,15.8,6.4,5.4,0,1.1811,0.465,0.275,0,0,0.0013,0,0
baked beans cheesy tomato,Australia,210 g,385,0,0.8,0.3,0,0,0,0,13.1,4.1,5.3,5.3,0.8128,0.32,0.27,0,0,0.0013,0,0
Latina Fresh Roast Chicken & Garlic Ravioli,Australia,210 g,714,0,3.4,1.3,0,0,0,0,28,1,3.1,6.6,0.83058,0.327,0,0,0,0,0,0
Latina Beef Ravioli,Australia,210g,742,0,4.7,1.7,0,0,0,0,27,0.7,5.2,6.4,0.6858,0.27,0,0,0,0,0,0
Trident Wok Ready Mixed Vegetables,Australia,217g,88,0,0.1,0.1,0,0,0,0,3.8,0.1,0,1.4,0.8636,0.34,0.018,0,0,0,0,0
Australian Colby Chese Slices - Mild Strength,Australia,21g,1670,0,33.5,23.1,0,0,0,0,1,1,0,24.4,1.5621,0.615,0,0,0,0,0,0
Coles Australian Vintage Cheddar Slices,Australia,21g,1700,0,33.7,21.4,0,0,0,0,1,1,0,26.6,1.5494,0.61,0,0.75,0,0,0,0
Prawn Hargow - Family Size,Australia,21g,730,0,6.3,1.1,1.6,3.6,0,0.1,23.9,1.8,0.7,5,1.4478,0.57,0,0,0,0,0,0
Chunky chicken & mushroom pie,Australia,220 g,914,0,9.9,0,0,0,0,0,23.5,0.8,0,8.1,0.9652,0.38,0,0,0,0,0,0
Dippits,Australia,22g,1670,0,25.2,14.3,0,0,0,0,31.8,6.6,0,11.5,2.921,1.15,0,0,0,0,0,0
Rocky Road Mallows,Australia,23.5g 1 Biscuit,1920,0,17.3,10.6,0,0,0,0,69.4,63,0,5.6,0.2794,0.11,0,0,0,0,0,0
Butternut Snap Cookie,Australia,23.8g,2030,0,20.6,14,0,0,0,0,67.9,37.5,0,4.6,1.36144,0.536,0,0,0,0,0,0
Sun Rice Thin Sundried Tomato and Basil flavoured Rice Cakes,Australia,24 g (approx 3 rice cakes),1680,0,7.8,1.2,0,0,0,0,72.4,4.9,4.1,7.6,2.1336,0.84,0,0,0,0,0,0
Boscastle Korma Curry Vegetable gourmet pie,Australia,240 g,751,0,8.5,4.8,2.8,0.9,0,0,20.9,4,0,3.7,0.7874,0.31,0,0,0,0,0,0
Pantalica Cheese Co Mascarpone,Australia,25 g,1390,0,32.9,22.1,0,0,0,0,4.4,3.4,0,6,0.09144,0.036,0.066,0.12,0,0,0,0
Vintage Light Cheddar ,Australia,25 g,1400,0,23.6,15.2,0,0,0,0,0,0,0,0,1.83,0.72,0,0,0,0,0,0
Devondale Our Creamy Colby Cheese,Australia,25 g,1670,0,34.1,23.2,0,0,0,0,1,1,0,23.7,1.5494,0.61,0,0.71,0,0,0,0
Bega Farmers' Tasty,Australia,25 g,1720,0,34.7,25.8,0,0,0,0,1,1,0,24.8,1.651,0.65,0,0.738,0,0,0,0
Dark Chocolate,Australia,25 g,2270,0,29.9,19.1,9.9,0.9,0,0.1,62.9,52.6,0,5.7,0.0762,0.03,0,0,0,0,0,0
salt reduced Chicken stock ,Australia,250 ml,34,0,0.1,0.1,0,0,0,0,1.2,1.2,0,0.8,0.635,0.25,0,0,0,0,0,0
Coconut Water,Australia,250 mL,85,0,0,0,0,0,0,0,5,5,0,0,0.05334,0.021,0.16,0.017,0.006,0,0.008,0
Pure Organic,Australia,250 mL,185,0,1,0.6,0,0,0,0,5.1,5.1,0,9,0.14732,0.058,0,0.126,0,0,0,0
Pura Original Milk,Australia,250 ml,266,0,3.4,2.3,0,0,0,0,4.8,4.8,0,3.4,0.11176,0.044,0,0.128,0,0,0,0
SADA Fresh,Australia,250 ml,269,0,3.6,2.3,0,0,0,0,4.7,4.7,0,3.3,0.12192,0.048,0,0.114,0,0,0,0
Up & Go Vanilla Ice flavour,Australia,250 mL,326,0,1.5,0.2,0,0,0,0,11.8,7.7,1.7,3.3,0.1651,0.065,0.19,0.16,0.11,0,0,0
Seafood Dumplings,Australia,250g,696,0,3.9,3.3,0,0,0,0,20.9,0.8,0,11.9,0.98806,0.389,0,0,0,0,0,0
Chicken & Mushroom Dumplings,Australia,250g,763,0,5.1,3.8,0,0,0,0,22.6,0.9,0,11.5,0.99314,0.391,0,0,0,0,0,0
Pork Dumplings (Chinese Spinach),Australia,250g,867,0,6.7,3.8,0,0,0,0,27.8,0.9,0,8.9,1.01092,0.398,0,0,0,0,0,0
Spud Lite - Low Carbohydrate Potato,Australia,250g,208,0,0.1,0.1,0,0,0,0,8.9,1.1,1.4,1.4,0.9398,0.37,0.37,0,0,0,0,0
Cherry More,Australia,250ml,261,0,0.2,0.1,0,0,0,0,14.2,14.2,0.3,0.6,0,0,0,0,0,0,0,0
Coconut Water,Australia,250ml,82,0,1,1,0,0,0,0,4.7,3.5,1,1,0.0635,0.025,0.24,0,0,0,0,0
Coconut Water - Pineapple,Australia,250ml,116,0,0,0,0,0,0,0,6.6,5.7,0,0,0.053086,0.0209,0.165,0,0,0,0,0
Free From Lactose Full Cream Milk,Australia,250ml,258,0,3.4,3.4,0,0,0,2.4,4.4,4.3,0,3.4,0.09906,0.039,0,0.12,0,0,0,0
Coles Lactose Free Milk Full Cream,Australia,250ml,261,0,3.32,2.2,0,0,0,0,5,5,0,3.12,0.125,0.0492,0,0.12,0,0,0,0
Farmdale Full Cream ,Australia,250ml,269,0,3.4,2.3,0,0,0,0,5.1,5.1,0,3.3,0.127,0.05,0,0.12,0,0,0,0
Farmdale Full Cream Long Life Milk,Australia,250ml,269,0,3.4,2.4,0,0,0,0,5.1,5.1,0,3.3,0.127,0.05,0,0.12,0,0,0,0
Pauls Milk,Australia,250ml,280,0,3.8,2.5,0,0,0,0,4.8,4.8,0,3.4,0.1016,0.04,0,0.115,0,0,0,0
Pure Organic Homogenised Full Cream Milk,Australia,250ml,310,0,4.1,2.4,0,0,0,0,4.7,4.7,0,3.6,0.14732,0.058,0,0.123,0,0,0,0
Coles Orange and Mango Mineral Water,Australia,250ml,179,0,0,0,0,0,0,0,10.5,10.5,0,0,0.01524,0.006,0,0,0,0,0,0
Orange Juice,Australia,250ml,165,0,1,1,0,0,0,0,9,7.1,1,1,0.00254,0.001,0,0,0,0,0,0
Nothing But 31.5 Oranges Pulp Free Juice,Australia,250ml,180,0,1,1,0,0,0,0,10,8.4,1,1,0.0127,0.005,0,0,0,0,0,0
Nothing But 21 Oranges - Juice with Pulp,Australia,250ml,180,0,0.1,0.1,0,0,0,0,10,7.6,0.1,0,0.0127,0.005,0,0,0,0,0,0
Devondale Full Cream Milk Longlife,Australia,250ml,269,0,3.4,2.3,0,0,0,0,5.1,5.1,0,3.3,0.127,0.05,0,0.12,0,0,0,0
Chicken Noodle Soup Dried Soup Mix,Australia,250ml,62,0,0.1,0.1,0,0,0,0,2.7,0.2,0,0.5,0.6985,0.275,0,0,0,0,0,0
Cola Soda Mix,Australia,250ml,58.4,0,0,0,0,0,0,0,3.5,3.5,0,0,7.62,3,0,0,0,0,0,0
Cocobella Coconut Water Pineapple,Australia,250ml 1 pack,124,0,0,0,0,0,0,0,7.1,6.4,0,0.3,0.11684,0.046,0.119,0,0,0,0,0
Almonds Chocolate Block,Australia,25g,2400,0,37.3,20,0,0,0,0,50.1,47.1,0,10.1,0.119634,0.0471,0,0,0,0,0,0
Manhattan Spreadable Regular Cream Cheese,Australia,25g,1100,0,25.6,17.9,0,0,0,0,2.8,2.8,0,6.1,0.87122,0.343,0,0,0,0,0,0
Fruit Nut And Brandy Flavoured Cream Cheese,Australia,25g,1490,0,29.8,17.1,0,0,0,0,15,13.1,0,8.7,0.65532,0.258,0,0,0,0,0,0
Australian Tasty Cheddar Shredded - Mature Strength,Australia,25g,1700,0,33.7,21.4,0,0,0,0,1,1,0,26.6,1.5494,0.61,0,0.75,0,0,0,0
Great Ocean Road Extra Tasty Cheddar,Australia,25g,1750,0,34,23.5,0,0,0,0,1,0.1,0,27,1.6256,0.64,0,0.75,0,0,0,0
Glace Cherries,Australia,25G,1310,0,0.1,0.1,0.1,0.1,0,0.1,76.9,49,0,0.2,0.0889,0.035,0,0,0,0,0,0
Deli Slices Maasam,Australia,25g,1460,0,27,17.6,0,0,0,0,1,1,0,27,1.5494,0.61,0,0.61,0,0,0,0
Chicken & Ham Tasty Spread,Australia,25g,969,0,18,6.1,0,0,0,0,4.4,0.6,0,13.4,2.413,0.95,0,0,0,0,0,0
Tomato Paste,Australia,25g,286,0,0.8,0.1,0,0,0,0,11.5,11.5,0,3.8,0.25654,0.101,0,0,0,0,0,0
Natural Chip Company Sea Salt & Cracked Pepper,Australia,25g,2270,0,33.8,15.5,15,3.4,0,0.1,53.5,2.3,2.8,6.1,1.41986,0.559,1.37,0,0,0,0,0
Soft Fruit Jellies,Australia,25g,1390,0,1,1,0,0,0,0,81,68,0,1,0.254,0.1,0,0,0,0,0,0
Gingernuts,Australia,25g,1810,0,10.4,5.5,0,0,0,0,78.8,41.1,0,5,0.6096,0.24,0,0,0,0,0,0
M&M's Pineapple,Australia,25g,2050,0,21.2,13.4,0,0,0,0,68.4,64.3,0,4.8,0.15494,0.061,0,0,0,0,0,0
Attitude Bunnies Decorated Belgium Easter Chocolate Figurines,Australia,25g (1 Bunny),2300,0,34.3,20.7,0,0,0,0,51.2,51.1,0,7.1,0.2032,0.08,0,0,0,0,0,0
Taco Kit,Australia,25g (1 Taco Shell + approx 8.3g Mild Salsa + approx 2.3g seasoning mix,1250,0,11.9,1,0,0,0,0,40.4,4.4,0,1.2,2.921,1.15,0,0,0,0,0,0
Mini Jam Donuts,Australia,25g (2 donuts),1600,0,18,8,0,0,0,0,48.2,18.8,0,6,0.508,0.2,0,0,0,0,0,0
Party Mix,Australia,25g (7 pieces),1420,0,0.1,0.1,0,0,0,0,82,41,0.1,0.1,0.66802,0.263,0,0,0,0,0,0
